drug_id	dname	smiles_cleanup_status	n_active_bits	fraction_active_bits	n_atoms	n_heavy_atoms	n_fragments	molecular_weight_rdkit	formal_charge
3262	89565-68-4	original	40	0.01953125	21.0	21.0	1.0	284.35900000000004	0.0
3263	Azasetron	original	50	0.0244140625	24.0	24.0	1.0	349.8180000000002	0.0
3264	cyclobenzaprine	original	28	0.013671875	21.0	21.0	1.0	275.39500000000004	0.0
3265	CHEMBL3188521	original	60	0.029296875	36.0	36.0	1.0	542.8460000000002	0.0
3266	CHEMBL3348870	original	46	0.0224609375	28.0	28.0	1.0	392.58000000000015	0.0
3267	NCGC00263108-01	original	72	0.03515625	36.0	36.0	1.0	492.59100000000024	0.0
3268	CHEMBL3349004	original	44	0.021484375	19.0	19.0	1.0	268.273	0.0
3269	NCGC00263139-01	original	43	0.02099609375	26.0	26.0	1.0	356.4700000000002	0.0
3270	CHEMBL1625478	original	64	0.03125	36.0	36.0	1.0	499.5280000000003	0.0
3271	Plerixafor	original	26	0.0126953125	36.0	36.0	1.0	502.79600000000045	0.0
3272	CHEMBL416657	original	52	0.025390625	32.0	32.0	1.0	471.08600000000024	-1.0
3273	133294-37-8	original	19	0.00927734375	17.0	17.0	1.0	228.24699999999999	0.0
3274	diclofenac(1-)	original	32	0.015625	19.0	19.0	1.0	295.145	-1.0
3275	NCGC00164604-03	original	53	0.02587890625	30.0	30.0	1.0	410.46500000000003	-1.0
3276	NCGC00164566-02	original	57	0.02783203125	31.0	31.0	1.0	420.4600000000001	-1.0
3277	NCGC00160531-01	original	59	0.02880859375	41.0	41.0	1.0	557.6420000000002	-1.0
3278	CHEMBL3348885	original	52	0.025390625	30.0	30.0	1.0	414.71800000000025	0.0
3279	CHEMBL2144690	original	46	0.0224609375	28.0	28.0	1.0	403.63200000000006	0.0
3280	CHEMBL3182641	original	41	0.02001953125	21.0	21.0	1.0	319.40700000000004	0.0
3281	NCGC00165782-02	original	37	0.01806640625	38.0	38.0	1.0	504.5940000000002	0.0
3282	439081-02-4	original	43	0.02099609375	30.0	30.0	1.0	409.4320000000001	0.0
3283	CHEMBL3348869	original	31	0.01513671875	16.0	16.0	1.0	223.272	0.0
3284	SCHEMBL82368	original	54	0.0263671875	29.0	29.0	1.0	391.5150000000001	0.0
3285	Ecdysterone	original	56	0.02734375	34.0	34.0	1.0	480.64200000000034	0.0
3286	Ibutamoren	original	63	0.03076171875	37.0	37.0	1.0	528.6750000000003	0.0
3287	NCGC00263106-01	original	45	0.02197265625	25.0	25.0	1.0	374.20300000000003	-1.0
3288	LSM-1535	original	42	0.0205078125	20.0	20.0	1.0	271.40400000000005	0.0
3289	Dapagliflozin C-2 Epimer	original	48	0.0234375	28.0	28.0	1.0	408.87800000000004	0.0
3290	CHEMBL3348871	original	51	0.02490234375	31.0	31.0	1.0	444.52400000000017	0.0
3291	Phloretin 2'-galactoside	original	48	0.0234375	31.0	31.0	1.0	436.41300000000007	0.0
3292	Sepantronium	original	50	0.0244140625	27.0	27.0	1.0	363.3970000000001	1.0
3293	NCGC00095055-03	original	83	0.04052734375	53.0	53.0	1.0	750.0030000000003	-1.0
3294	Sarafloxacin	original	48	0.0234375	28.0	28.0	1.0	385.37	0.0
3295	Rac-Efavirenz	original	43	0.02099609375	21.0	21.0	1.0	315.67799999999994	0.0
3296	CHEMBL3348930	original	44	0.021484375	19.0	19.0	1.0	333.13800000000003	0.0
3297	145986-26-1	original	41	0.02001953125	16.0	16.0	1.0	247.25099999999998	0.0
3298	134680-32-3	original	39	0.01904296875	15.0	15.0	1.0	229.261	0.0
3299	CHEMBL3348916	original	70	0.0341796875	35.0	35.0	1.0	509.00300000000027	0.0
3300	29883-15-6	original	44	0.021484375	32.0	32.0	1.0	457.4320000000001	0.0
3301	ZINC28538988	original	49	0.02392578125	33.0	33.0	1.0	456.7110000000003	0.0
3302	CHEMBL3348988	original	39	0.01904296875	21.0	21.0	1.0	298.37899999999996	0.0
3303	ZINC38139483	original	38	0.0185546875	20.0	20.0	1.0	282.33599999999996	0.0
3304	NCGC00346590-01	original	37	0.01806640625	20.0	20.0	1.0	284.3519999999999	0.0
3305	CHEMBL3191144	original	48	0.0234375	35.0	35.0	1.0	528.9510000000001	0.0
3306	Methylene Blue cation	original	36	0.017578125	20.0	20.0	1.0	284.40799999999996	1.0
3307	Poly(2-fluoroadenylic acid)	original	50	0.0244140625	24.0	24.0	1.0	365.214	0.0
3308	K6PKX2PHVZ	original	41	0.02001953125	18.0	18.0	1.0	251.24599999999998	0.0
3309	Capecitabine (Xeloda)	original	53	0.02587890625	25.0	25.0	1.0	359.35400000000004	0.0
3310	955-24-8	original	39	0.01904296875	17.0	17.0	1.0	246.194	0.0
3311	urea	original	6	0.0029296875	4.0	4.0	1.0	60.056	0.0
3312	Prestwick0_001056	original	42	0.0205078125	20.0	20.0	1.0	296.201	0.0
3313	3094-09-5	original	35	0.01708984375	17.0	17.0	1.0	246.194	0.0
3314	54-62-6	original	55	0.02685546875	32.0	32.0	1.0	440.4200000000002	0.0
3315	NCGC00346501-01	original	139	0.06787109375	96.0	96.0	1.0	1415.5760000000005	1.0
3316	CHEMBL3348961	original	135	0.06591796875	133.0	133.0	1.0	1893.7070000000012	0.0
3317	NCGC00162383-02	original	130	0.0634765625	101.0	101.0	1.0	1449.2710000000004	0.0
3318	NCGC00163548-02	original	78	0.0380859375	77.0	77.0	1.0	1101.278999999999	0.0
3319	CHEBI:94798	original	68	0.033203125	38.0	38.0	1.0	527.5260000000003	0.0
3320	CHEMBL3348955	original	67	0.03271484375	39.0	39.0	1.0	540.7410000000002	0.0
3321	CHEMBL3348925	original	87	0.04248046875	57.0	57.0	1.0	804.0310000000002	0.0
3322	CHEMBL3348874	original	87	0.04248046875	56.0	56.0	1.0	810.4660000000001	0.0
3323	NCGC00090808-03	original	78	0.0380859375	65.0	65.0	1.0	924.091000000001	0.0
3324	SCHEMBL13210325	original	73	0.03564453125	52.0	52.0	1.0	747.9640000000002	0.0
3325	CHEMBL3348879	original	94	0.0458984375	58.0	58.0	1.0	812.0179999999997	0.0
3326	NCGC00346524-01	original	97	0.04736328125	62.0	62.0	2.0	889.1090000000003	0.0
3327	NCGC00263527-02	original	64	0.03125	39.0	39.0	1.0	569.6090000000002	0.0
3328	NCGC00178852-05	original	41	0.02001953125	32.0	32.0	1.0	467.52000000000027	0.0
3329	NCGC00016641-01	original	59	0.02880859375	40.0	40.0	1.0	581.5800000000003	0.0
3330	CHEMBL3348928	original	80	0.0390625	52.0	52.0	1.0	748.9960000000002	0.0
3331	CHEMBL3348848	original	55	0.02685546875	24.0	24.0	1.0	350.40000000000015	0.0
3332	96036-03-2	original	51	0.02490234375	26.0	26.0	1.0	383.47000000000014	0.0
3333	1beta-Methylimipenem	original	47	0.02294921875	21.0	21.0	1.0	313.379	0.0
3334	CHEMBL3348872	original	76	0.037109375	35.0	35.0	1.0	522.5690000000003	0.0
3335	Nitrofurazonum	original	34	0.0166015625	14.0	14.0	1.0	198.13799999999998	0.0
3336	NCGC00017354-06	original	40	0.01953125	23.0	23.0	1.0	332.353	0.0
3337	cloxacillin(1-)	original	59	0.02880859375	29.0	29.0	1.0	434.8810000000002	-1.0
3338	NCGC00016797-04	original	47	0.02294921875	25.0	25.0	1.0	365.4110000000001	0.0
3339	lomefloxacin	original	51	0.02490234375	25.0	25.0	1.0	351.35300000000007	0.0
3340	27726-35-8	original	47	0.02294921875	24.0	24.0	1.0	347.39600000000013	0.0
3341	CHEMBL1316023	original	81	0.03955078125	46.0	46.0	3.0	681.71	0.0
3342	Ceftiofur	original	76	0.037109375	34.0	34.0	1.0	523.5740000000003	0.0
3343	NCGC00016552-01	original	40	0.01953125	18.0	18.0	1.0	272.282	0.0
3344	mocravimod	original	49	0.02392578125	30.0	30.0	1.0	443.9960000000002	0.0
3345	BAF312	original	65	0.03173828125	37.0	37.0	1.0	516.6040000000004	0.0
3346	DSSTox_CID_20664	original	31	0.01513671875	15.0	15.0	1.0	203.28499999999997	0.0
3347	CHEMBL3348905	original	52	0.025390625	33.0	33.0	1.0	456.71100000000024	0.0
3348	CHEMBL3348989	original	51	0.02490234375	28.0	28.0	1.0	397.4720000000002	0.0
3349	CHEMBL3348944	original	48	0.0234375	36.0	36.0	1.0	487.55600000000027	0.0
3350	b-D-Glucopyranoside, 4-hydroxyphenyl	original	31	0.01513671875	19.0	19.0	1.0	272.253	0.0
3351	(E/Z)-ferulic acid	original	30	0.0146484375	14.0	14.0	1.0	194.18599999999998	0.0
3352	CHEMBL3348900	original	38	0.0185546875	16.0	16.0	1.0	226.22799999999998	0.0
3353	NCGC00346613-01	original	32	0.015625	23.0	23.0	3.0	381.3390000000001	0.0
3354	Atazanavir	original	63	0.03076171875	51.0	51.0	1.0	704.8690000000001	0.0
3355	SCHEMBL2671137	original	63	0.03076171875	35.0	35.0	1.0	505.63700000000034	0.0
3356	NCGC00090782-07	original	69	0.03369140625	40.0	40.0	1.0	567.7960000000004	0.0
3357	357263-14-0	original	57	0.02783203125	30.0	30.0	1.0	406.4420000000002	0.0
3358	CHEMBL3348942	original	76	0.037109375	47.0	47.0	1.0	665.7330000000003	0.0
3359	Butoconazole	original	43	0.02099609375	25.0	25.0	1.0	411.78499999999997	0.0
3360	econazole	original	42	0.0205078125	24.0	24.0	1.0	381.68999999999994	0.0
3361	Terbinex	original	39	0.01904296875	22.0	22.0	1.0	291.438	0.0
3362	SCHEMBL12175228	original	52	0.025390625	54.0	54.0	1.0	738.8900000000002	0.0
3363	CHEMBL3348843	original	78	0.0380859375	49.0	49.0	1.0	679.8629999999999	0.0
3364	ZINC43163828	original	43	0.02099609375	19.0	19.0	1.0	261.32500000000005	0.0
3365	PROCATEROL	original	41	0.02001953125	21.0	21.0	1.0	290.36300000000006	0.0
3366	DU-21220	original	30	0.0146484375	21.0	21.0	1.0	287.359	0.0
3367	phentolamine	original	40	0.01953125	21.0	21.0	1.0	281.359	0.0
3368	doxazosin	original	57	0.02783203125	33.0	33.0	1.0	451.4830000000002	0.0
3369	alfuzosin	original	58	0.0283203125	28.0	28.0	1.0	389.45600000000013	0.0
3370	prazosin	original	51	0.02490234375	28.0	28.0	1.0	383.4080000000001	0.0
3371	Racemic Tamsulosin	original	49	0.02392578125	28.0	28.0	1.0	408.5200000000001	0.0
3372	CHEMBL3348946	original	67	0.03271484375	35.0	35.0	1.0	495.54200000000014	0.0
3373	phenylephrine	original	27	0.01318359375	12.0	12.0	1.0	167.208	0.0
3374	xylometazoline	original	31	0.01513671875	18.0	18.0	1.0	244.38199999999995	0.0
3375	(+)-Usnic acid	original	40	0.01953125	25.0	25.0	1.0	344.3190000000001	0.0
3376	phenoxybenzamine	original	34	0.0166015625	21.0	21.0	1.0	303.83299999999997	0.0
3377	PSEUDOYOHIMBINE	original	54	0.0263671875	26.0	26.0	1.0	354.45	0.0
3378	tizanidine	original	37	0.01806640625	16.0	16.0	1.0	253.718	0.0
3379	norepinephrine	original	23	0.01123046875	12.0	12.0	1.0	169.18	0.0
3380	CHEMBL3348860	original	41	0.02001953125	22.0	22.0	1.0	296.40999999999997	0.0
3381	SR-01000075723	original	54	0.0263671875	28.0	28.0	1.0	392.4670000000001	0.0
3382	ZINC97975747	original	50	0.0244140625	26.0	26.0	1.0	358.434	0.0
3383	NCGC00179649-07	original	51	0.02490234375	26.0	26.0	1.0	360.45000000000005	0.0
3384	NCGC00021925-04	original	56	0.02734375	29.0	29.0	1.0	402.48700000000014	0.0
3385	NCGC00016330-01	original	53	0.02587890625	27.0	27.0	1.0	374.47700000000015	0.0
3386	CHEMBL3349012	original	54	0.0263671875	29.0	29.0	1.0	402.48700000000025	0.0
3387	CHEMBL3348884	original	64	0.03125	35.0	35.0	1.0	494.53100000000023	0.0
3388	CHEMBL1394734	original	59	0.02880859375	31.0	31.0	1.0	434.5040000000002	0.0
3389	CHEMBL3348838	original	64	0.03125	32.0	32.0	1.0	441.5240000000002	0.0
3390	SR-05000001623	original	39	0.01904296875	20.0	20.0	1.0	270.37199999999996	0.0
3391	SCHEMBL6464278	original	37	0.01806640625	21.0	21.0	1.0	288.431	0.0
3392	NCGC00090797-11	original	68	0.033203125	55.0	55.0	1.0	780.9490000000003	0.0
3393	CHEMBL3349010	original	65	0.03173828125	38.0	38.0	1.0	530.6580000000004	0.0
3394	NCGC00179363-03	original	46	0.0224609375	28.0	28.0	1.0	392.58000000000015	0.0
3395	145-13-1	original	42	0.0205078125	23.0	23.0	1.0	316.48500000000007	0.0
3396	CHEMBL3348847	original	57	0.02783203125	33.0	33.0	1.0	464.64300000000026	0.0
3397	CHEMBL3348926	original	39	0.01904296875	22.0	22.0	1.0	306.446	0.0
3398	CHEMBL3348849	original	45	0.02197265625	24.0	24.0	1.0	328.5	0.0
3399	NCGC00017244-05	original	52	0.025390625	34.0	34.0	1.0	470.6940000000004	0.0
3400	CHEMBL3348967	original	69	0.03369140625	38.0	38.0	1.0	529.7860000000004	1.0
3401	CHEMBL3348914	original	59	0.02880859375	40.0	40.0	1.0	557.8400000000004	1.0
3402	TRIMETHYL GLYCINE	original	14	0.0068359375	8.0	8.0	1.0	118.15599999999998	1.0
3403	JS-K	original	48	0.0234375	27.0	27.0	1.0	384.3050000000001	0.0
3404	CHEMBL3348982	original	56	0.02734375	35.0	35.0	1.0	488.70900000000023	0.0
3405	Megestryl acetate	original	48	0.0234375	28.0	28.0	1.0	384.5160000000002	0.0
3406	CHEMBL3348947	original	49	0.02392578125	28.0	28.0	1.0	386.5320000000002	0.0
3407	CHEMBL3348934	original	48	0.0234375	23.0	23.0	1.0	311.425	0.0
3408	CHEMBL3348935	original	50	0.0244140625	27.0	27.0	1.0	366.50100000000015	0.0
3409	ZINC22059945	original	49	0.02392578125	23.0	23.0	1.0	310.43700000000007	0.0
3410	CHEMBL3348910	original	47	0.02294921875	23.0	23.0	1.0	312.45300000000003	0.0
3411	17-Hydroxypregn-4-en-20-yn-3-one	original	43	0.02099609375	23.0	23.0	1.0	312.453	0.0
3412	NCGC00263148-01	original	47	0.02294921875	26.0	26.0	1.0	349.51800000000003	0.0
3413	SCHEMBL2610023	original	44	0.021484375	22.0	22.0	1.0	302.414	0.0
3414	143945-86-2	original	35	0.01708984375	17.0	17.0	1.0	228.251	0.0
3415	SB 218795	original	43	0.02099609375	30.0	30.0	1.0	396.4460000000001	0.0
3416	cromoglycate(2-)	original	39	0.01904296875	34.0	34.0	1.0	466.3540000000002	-2.0
3417	Suplatast	original	42	0.0205078125	22.0	22.0	1.0	328.454	1.0
3418	CHEMBL3348899	original	37	0.01806640625	17.0	17.0	1.0	232.37099999999995	0.0
3419	Olopatadin	original	48	0.0234375	25.0	25.0	1.0	337.41900000000004	0.0
3420	ZINC101112865	original	41	0.02001953125	22.0	22.0	1.0	303.35799999999995	0.0
3421	CHEMBL258622	original	43	0.02099609375	26.0	26.0	1.0	392.52200000000005	1.0
3422	oxybutynin	original	45	0.02197265625	26.0	26.0	1.0	357.494	0.0
3423	orphenadrine	original	32	0.015625	20.0	20.0	1.0	269.388	0.0
3424	Fesoterodine	original	46	0.0224609375	30.0	30.0	1.0	411.5860000000001	0.0
3425	OTILONIUM	original	51	0.02490234375	35.0	35.0	1.0	483.6730000000004	1.0
3426	Triethylgallamine	original	26	0.0126953125	36.0	36.0	1.0	510.82800000000054	3.0
3427	amiodarone	original	53	0.02587890625	31.0	31.0	1.0	645.3190000000002	0.0
3428	L-Hyoscyamine	original	38	0.0185546875	21.0	21.0	1.0	289.375	0.0
3429	bethanechol	original	22	0.0107421875	11.0	11.0	1.0	161.22499999999997	1.0
3430	CHEMBL387477	original	55	0.02685546875	29.0	29.0	1.0	435.9040000000002	0.0
3431	15(S)-Fluprostenol isopropyl ester	original	66	0.0322265625	35.0	35.0	1.0	500.55400000000014	0.0
3432	NCGC00346664-01	original	62	0.0302734375	34.0	34.0	1.0	480.4660000000001	0.0
3433	CHEMBL3348952	original	58	0.0283203125	30.0	30.0	1.0	414.4980000000003	0.0
3434	NCGC00346531-01	original	81	0.03955078125	56.0	56.0	1.0	791.0760000000001	0.0
3435	ticlopidine	original	35	0.01708984375	17.0	17.0	1.0	263.793	0.0
3436	warfarin	original	37	0.01806640625	23.0	23.0	1.0	308.333	0.0
3437	Nafamostat	original	37	0.01806640625	26.0	26.0	1.0	347.3780000000001	0.0
3438	NCGC00185736-01	original	81	0.03955078125	51.0	51.0	1.0	700.7910000000003	0.0
3439	CHEMBL317493	original	42	0.0205078125	18.0	18.0	1.0	249.30999999999997	0.0
3440	Sumanirole	original	36	0.017578125	15.0	15.0	1.0	203.24499999999998	0.0
3441	FLUPHENAZINE	original	45	0.02197265625	30.0	30.0	1.0	437.5310000000002	0.0
3442	sulpiride	original	50	0.0244140625	23.0	23.0	1.0	341.4330000000001	0.0
3443	duloxetine	original	40	0.01953125	21.0	21.0	1.0	297.423	0.0
3444	clomipramine	original	38	0.0185546875	22.0	22.0	1.0	314.86	0.0
3445	Nepicastat	original	43	0.02099609375	20.0	20.0	1.0	295.358	0.0
3446	1-beta-D-Xylofuranosyluracil	original	35	0.01708984375	17.0	17.0	1.0	244.203	0.0
3447	Isoreserpin	original	72	0.03515625	44.0	44.0	1.0	608.6880000000003	0.0
3448	Caffeine citrate	original	39	0.01904296875	27.0	27.0	2.0	386.3170000000001	0.0
3449	Skf 89976A	original	39	0.01904296875	25.0	25.0	1.0	335.44700000000006	0.0
3450	Dabigatran etexilate mesylate	original	81	0.03955078125	46.0	46.0	1.0	627.7460000000002	0.0
3451	dl-Carbidopa	original	32	0.015625	16.0	16.0	1.0	226.232	0.0
3452	CHEMBL492193	original	48	0.0234375	21.0	21.0	1.0	287.359	0.0
3453	rivastigmine	original	36	0.017578125	18.0	18.0	1.0	250.34199999999998	0.0
3454	Huperzine A	original	41	0.02001953125	18.0	18.0	1.0	242.322	0.0
3455	9-cis Acitretin	original	41	0.02001953125	24.0	24.0	1.0	326.4360000000001	0.0
3456	NCGC00346433-01	original	42	0.0205078125	23.0	23.0	1.0	328.41300000000007	0.0
3457	CHEMBL3348924	original	45	0.02197265625	23.0	23.0	1.0	332.3130000000001	0.0
3458	9-BETA-D-XYLOFURANOSYL-ADENINE	original	39	0.01904296875	19.0	19.0	1.0	267.245	0.0
3459	SCHEMBL10015658	original	39	0.01904296875	17.0	17.0	1.0	354.1	0.0
3460	bromhexine	original	34	0.0166015625	18.0	18.0	1.0	376.1360000000002	0.0
3461	selegiline	original	28	0.013671875	14.0	14.0	1.0	187.28599999999994	0.0
3462	NSC 242267	original	39	0.01904296875	21.0	21.0	1.0	285.3430000000001	0.0
3463	ZINC11616261	original	38	0.0185546875	18.0	18.0	1.0	259.21799999999996	0.0
3464	Spectrum_001978	original	46	0.0224609375	23.0	23.0	1.0	320.341	0.0
3465	SCHEMBL326516	original	37	0.01806640625	17.0	17.0	1.0	244.20699999999994	0.0
3466	MCOPPB	original	48	0.0234375	30.0	30.0	1.0	408.6340000000002	0.0
3467	JTC-801 free base	original	56	0.02734375	31.0	31.0	1.0	411.50500000000017	0.0
3468	SCHEMBL1946862	original	49	0.02392578125	29.0	29.0	1.0	399.5790000000003	0.0
3469	CHEMBL3348895	original	41	0.02001953125	28.0	28.0	1.0	390.3880000000001	0.0
3470	NCGC00160515-03	original	50	0.0244140625	44.0	44.0	1.0	645.6080000000004	0.0
3471	ZINC3831133	original	24	0.01171875	14.0	14.0	1.0	207.226	0.0
3472	NCGC00346729-01	original	39	0.01904296875	23.0	23.0	1.0	314.4050000000001	-1.0
3473	ZINC139045355	original	66	0.0322265625	37.0	37.0	1.0	559.8230000000001	0.0
3474	PHENFORMIN	original	26	0.0126953125	15.0	15.0	1.0	205.265	0.0
3475	dorzolamide	original	40	0.01953125	19.0	19.0	1.0	324.44900000000007	0.0
3476	CHEMBL3348953	original	56	0.02734375	30.0	30.0	1.0	415.5740000000001	0.0
3477	CHEMBL3348824	original	46	0.0224609375	25.0	25.0	1.0	354.487	0.0
3478	Buflomedil	original	36	0.017578125	22.0	22.0	1.0	307.39000000000004	0.0
3479	CHEMBL3348948	original	81	0.03955078125	61.0	61.0	1.0	869.0550000000006	0.0
3480	CHEMBL3348918	original	36	0.017578125	17.0	17.0	1.0	236.35499999999996	0.0
3481	Pentitol	original	11	0.00537109375	10.0	10.0	1.0	152.146	0.0
3482	NCGC00142624-04	original	34	0.0166015625	23.0	23.0	1.0	342.297	0.0
3483	NCGC00091109-03	original	64	0.03125	43.0	43.0	1.0	612.5810000000007	0.0
3484	Bracken fern toxic component	original	23	0.01123046875	12.0	12.0	1.0	174.152	0.0
3485	CHEMBL3186547	original	20	0.009765625	46.0	46.0	1.0	631.0860000000002	0.0
3486	CHEMBL3348941	original	32	0.015625	18.0	18.0	1.0	250.38199999999998	0.0
3487	CHEMBL3348892	original	75	0.03662109375	55.0	55.0	1.0	784.9810000000007	0.0
3488	CHEBI:93770	original	32	0.015625	19.0	19.0	1.0	318.22300000000007	-1.0
3489	propafenone	original	45	0.02197265625	25.0	25.0	1.0	341.451	0.0
3490	NCGC00016752-02	original	53	0.02587890625	27.0	27.0	1.0	424.9910000000001	0.0
3491	CHEMBL2137189	original	34	0.0166015625	18.0	18.0	1.0	246.30999999999997	0.0
3492	CHEMBL2134016	original	98	0.0478515625	60.0	60.0	1.0	824.9720000000002	0.0
3493	(+)-Blebbistatin	original	43	0.02099609375	22.0	22.0	1.0	292.33799999999997	0.0
3494	NCGC00161622-03	original	90	0.0439453125	90.0	90.0	1.0	1255.4379999999985	0.0
3495	Tocris-1479	original	59	0.02880859375	32.0	32.0	1.0	429.60400000000016	0.0
3496	CHEMBL3392636	original	76	0.037109375	43.0	43.0	1.0	641.6210000000002	0.0
3497	Isocycloheximide	original	35	0.01708984375	20.0	20.0	1.0	281.352	0.0
3498	CHEMBL2138352	original	49	0.02392578125	27.0	27.0	1.0	397.5210000000001	0.0
3499	SCHEMBL3489513	original	73	0.03564453125	38.0	38.0	1.0	521.5970000000002	0.0
3500	CHEMBL2134640	original	45	0.02197265625	29.0	29.0	1.0	381.4750000000001	0.0
3501	CHEMBL1444076	original	48	0.0234375	31.0	31.0	1.0	432.4670000000001	0.0
3502	NCGC00242502-01	original	54	0.0263671875	28.0	28.0	1.0	392.4670000000001	0.0
3503	(-)-Ethyl apovincaminate	original	55	0.02685546875	26.0	26.0	1.0	350.46200000000016	0.0
3504	cc-57	original	61	0.02978515625	37.0	37.0	1.0	513.6770000000002	0.0
3505	Tocris-1958	original	55	0.02685546875	35.0	35.0	1.0	477.64500000000015	0.0
3506	vincristine	original	98	0.0478515625	60.0	60.0	1.0	824.9720000000002	0.0
3507	Tocris-1097	original	86	0.0419921875	62.0	62.0	1.0	853.9180000000003	0.0
3508	AT2 Agonist C21	original	64	0.03125	32.0	32.0	1.0	475.6360000000002	0.0
3509	939981-37-0	original	72	0.03515625	51.0	51.0	1.0	734.7690000000003	0.0
3510	compound 8e [PMID: 24432909]	original	64	0.03125	33.0	33.0	1.0	470.53000000000014	0.0
3511	BMS-595	original	68	0.033203125	35.0	35.0	1.0	495.97500000000025	0.0
3512	926319-75-7	original	55	0.02685546875	31.0	31.0	1.0	435.5730000000002	0.0
3513	Cdk4/6 Inhibitor IV	original	58	0.0283203125	34.0	34.0	1.0	456.59400000000016	0.0
3514	Senexin B	original	61	0.02978515625	34.0	34.0	1.0	450.5460000000002	0.0
3515	SCHEMBL20400776	original	52	0.025390625	31.0	31.0	1.0	412.49300000000017	0.0
3516	SCHEMBL17378613	original	60	0.029296875	34.0	34.0	1.0	511.4540000000003	0.0
3517	185039-99-0	original	52	0.025390625	30.0	30.0	1.0	441.2740000000001	0.0
3518	SCHEMBL19918218	original	52	0.025390625	26.0	26.0	1.0	345.41	0.0
3519	MLS002232309	original	71	0.03466796875	39.0	39.0	1.0	535.6930000000003	0.0
3520	Kinome_3682	original	65	0.03173828125	37.0	37.0	1.0	496.52700000000027	0.0
3521	CHEMBL1950303	original	56	0.02734375	32.0	32.0	1.0	448.4490000000002	0.0
3522	compound 31 [PMID: 22902653]	original	58	0.0283203125	33.0	33.0	1.0	461.5510000000002	0.0
3523	SL 0101-1	original	56	0.02734375	37.0	37.0	1.0	516.4550000000002	0.0
3524	NCGC00183677-03	original	51	0.02490234375	27.0	27.0	1.0	378.37700000000007	0.0
3525	unc569	original	56	0.02734375	29.0	29.0	1.0	396.5140000000001	0.0
3526	B022	original	58	0.0283203125	27.0	27.0	1.0	397.8910000000001	0.0
3527	FRAX597	original	68	0.033203125	39.0	39.0	1.0	558.111	0.0
3528	AL 8697	original	53	0.02587890625	29.0	29.0	1.0	402.42000000000013	0.0
3529	928344-12-1	original	59	0.02880859375	32.0	32.0	1.0	431.4710000000002	0.0
3530	OTS-964	original	52	0.025390625	28.0	28.0	1.0	392.52400000000017	0.0
3531	MIVACURIUM CHLORIDE	original	57	0.02783203125	76.0	76.0	3.0	1100.1839999999995	0.0
3532	PDK1 inhibitor	original	64	0.03125	38.0	38.0	1.0	516.5040000000002	0.0
3533	Raf265 derivative	original	55	0.02685546875	36.0	36.0	1.0	504.3940000000001	0.0
3534	Rho Kinase Inhibitor IV	original	53	0.02587890625	26.0	26.0	1.0	376.4820000000002	0.0
3535	Cot inhibitor-2	original	71	0.03466796875	37.0	37.0	1.0	539.4460000000001	0.0
3536	Antitumor Compound 1	original	45	0.02197265625	29.0	29.0	1.0	428.36100000000005	0.0
3537	GSK 525768A	original	59	0.02880859375	30.0	30.0	1.0	423.90400000000017	0.0
3538	BET-BAY 002	original	49	0.02392578125	29.0	29.0	1.0	403.87300000000016	0.0
3539	CHEMBL2337032	original	53	0.02587890625	28.0	28.0	1.0	406.84500000000025	0.0
3540	G007-LK	original	63	0.03076171875	37.0	37.0	1.0	529.9690000000002	0.0
3541	NVP-TNKS656	original	68	0.033203125	36.0	36.0	1.0	494.5920000000004	0.0
3542	XRP44X	original	43	0.02099609375	27.0	27.0	1.0	380.87899999999996	0.0
3543	ML364	original	58	0.0283203125	35.0	35.0	1.0	517.5540000000002	0.0
3544	Celsentri (Maraviroc)	original	61	0.02978515625	37.0	37.0	1.0	513.6770000000002	0.0
3545	Hh-Ag1.5	original	63	0.03076171875	36.0	36.0	1.0	526.0520000000002	0.0
3546	FASN BI	original	53	0.02587890625	29.0	29.0	1.0	391.47100000000006	0.0
3547	Org 25935	original	46	0.0224609375	25.0	25.0	1.0	339.4350000000002	0.0
3548	IDH-C227	original	65	0.03173828125	37.0	37.0	1.0	498.60200000000015	0.0
3549	GSK864	original	74	0.0361328125	41.0	41.0	1.0	558.6140000000004	0.0
3550	KI696	original	73	0.03564453125	39.0	39.0	1.0	550.6370000000002	0.0
3551	2-Deoxy-D-galactopyranose	original	21	0.01025390625	11.0	11.0	1.0	164.157	0.0
3552	rose bengal(2-)	original	47	0.02294921875	33.0	33.0	1.0	971.6589999999997	-2.0
3553	Cutamesine	original	37	0.01806640625	27.0	27.0	1.0	368.521	0.0
3554	Phortress (free base)	original	56	0.02734375	27.0	27.0	1.0	386.49600000000027	0.0
3555	CHEMBL3348950	original	69	0.03369140625	36.0	36.0	1.0	488.62800000000016	0.0
3556	Mesna disulfide	original	16	0.0078125	16.0	16.0	3.0	326.35	0.0
3557	Metenkephalin	original	55	0.02685546875	40.0	40.0	1.0	573.6720000000003	0.0
3558	CHEMBL3188944	original	48	0.0234375	27.0	27.0	1.0	360.41700000000014	0.0
3559	NCGC00167798-01	original	16	0.0078125	15.0	15.0	3.0	397.288	0.0
3560	NCGC00161927-01	original	46	0.0224609375	29.0	29.0	1.0	400.38300000000015	0.0
3561	Ciliobrevin D	original	44	0.021484375	25.0	25.0	1.0	392.62899999999996	0.0
