id	dname	chembl_id	inchikey	smiles	cleaned_smiles	alternative_smiles	smiles_cleanup_status	canonical_smiles
2280	SCHEMBL11752	CHEMBL3392637	DLWUIOSEBDJXGD-UHFFFAOYSA-N	CCCCC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)C)C(=O)N3CCN(CC3)C4=CC=CC(=C4C)C	CCCCC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)C)C(=O)N3CCN(CC3)C4=CC=CC(=C4C)C		original	CCCCc1ccc(NS(=O)(=O)c2ccc(C)c(C(=O)N3CCN(c4cccc(C)c4C)CC3)c2)cc1
2281	NCGC00238624	CHEMBL2144212	ORBGGGFENULXFO-UHFFFAOYSA-N	C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NN5)Cl)C(=O)C1	C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NN5)Cl)C(=O)C1		original	O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccccc3o1)N2
2282	ACC1 BMS	CHEMBL2142962	VZPUSWFWIJXJDY-UHFFFAOYSA-N	CC(C)OC1=CC=C(C=C1)OC2=CC=C(C=C2)C(C)NC(=O)C	CC(C)OC1=CC=C(C=C1)OC2=CC=C(C=C2)C(C)NC(=O)C		original	CC(=O)NC(C)c1ccc(Oc2ccc(OC(C)C)cc2)cc1
2283	NCGC00262398	CHEMBL3392693	GTEOWQGTWKPHSV-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4	CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4		original	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
2284	NCGC00263265-01		CRSJHIRCVZDTHB-MRBMPXOISA-N	C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(C[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C[S+](=O)(C9=CC=C(C=C9)COC(=O)N(C)C)[O-])C	C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(C[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C[S+](=O)(C9=CC=C(C=C9)COC(=O)N(C)C)[O-])C		original	C[C@@H]1[C@@H](CC(C[C@H]2O[C@@H]3O[C@]4(C)CC[C@@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)C[S+](=O)([O-])c2ccc(COC(=O)N(C)C)cc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
2285	NCGC00263268-01		GZJIPMCINQOOAP-XDCVHPFCSA-N	C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=O)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C	C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=O)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C		original	C[C@@H]1[C@@H](C(=O)C[C@H]2O[C@@H]3O[C@]4(C)CC[C@@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
2287	CHEMBL502156	CHEMBL502156	CLLDBMRRUZYRLR-UHFFFAOYSA-N	CC1=C(C(=CC=C1)C)NC2=NN(C3=NC(=NC=C23)NC4=CC(=C(C=C4)OCCN5CCCC5)F)CCC(C)(C)OC	CC1=C(C(=CC=C1)C)NC2=NN(C3=NC(=NC=C23)NC4=CC(=C(C=C4)OCCN5CCCC5)F)CCC(C)(C)OC		original	COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(OCCN4CCCC4)c(F)c3)nc21
2288	X-396	CHEMBL2376648	ONPGOSVDVDPBCY-CQSZACIVSA-N	CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=CC(=NN=C2N)C(=O)NC3=CC=C(C=C3)C(=O)N4CCN(CC4)C	CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=CC(=NN=C2N)C(=O)NC3=CC=C(C=C3)C(=O)N4CCN(CC4)C		original	CC(Oc1cc(C(=O)Nc2ccc(C(=O)N3CCN(C)CC3)cc2)nnc1N)c1c(Cl)ccc(F)c1Cl
2289	1439901-97-9		UQYDCIJFACDXSG-GMUIIQOCSA-N	CC#CC(=O)N1CCC(C1)N2C3=C(C(=NC=N3)N)N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5.Cl	CC#CC(=O)N1CCC(C1)N2C3=C(C(=NC=N3)N)N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5.Cl		original	CC#CC(=O)N1CCC(n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.Cl
2290	Fenebrutinib	CHEMBL4065122	WNEODWDFDXWOLU-QHCPKHFHSA-N	CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8	CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8		original	CC1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1
2291	QL47	CHEMBL4077064	RTRNJQOBEOISFQ-UHFFFAOYSA-N	CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5	CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5		original	C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21
2292	riviciclib	CHEMBL3969723	QLUYMIVVAYRECT-OCCSQVGLSA-N	CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O	CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O		original	CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO
2293	bisindolylmaleimide i	CHEMBL7463	QMGUOJYZJKLOLH-UHFFFAOYSA-N	CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54	CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54		original	CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
2294	AMG 925		BBUVDDPUURMFOX-UHFFFAOYSA-N	CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5	CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5		original	CC1CCC(n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1
2295	THZ2		FONRCZUZCHXWBD-VGOFMYFVSA-N	CN(C)CC=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl	CN(C)CC=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl		original	CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)c1
2296	compound 22d [PMID: 16242323]		MXPCZHSTOIKVST-UHFFFAOYSA-N	CCCCN1C2=C(C=CC=N2)C(=C(C1=O)NC(=O)NC3=C(C=CC(=C3C(C)C)N)C(C)C)C4=CC(=CC=C4)OCCO.Cl	CCCCN1C2=C(C=CC=N2)C(=C(C1=O)NC(=O)NC3=C(C=CC(=C3C(C)C)N)C(C)C)C4=CC(=CC=C4)OCCO.Cl		original	CCCCn1c(=O)c(NC(=O)Nc2c(C(C)C)ccc(N)c2C(C)C)c(-c2cccc(OCCO)c2)c2cccnc21.Cl
2297	1429617-90-2	CHEMBL2336015	DDLPXZXBWGJRGK-UHFFFAOYSA-N	CCC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)CN3CCN(CC3)C)C#CC4=CN5C(=CC=N5)N=C4	CCC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)CN3CCN(CC3)C)C#CC4=CN5C(=CC=N5)N=C4		original	CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccnn2c1
2298	944341-54-2		ZXKZRKQMKNRZNN-UHFFFAOYSA-N	C1COCCN1CCON=CC2=C(N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)N.Cl	C1COCCN1CCON=CC2=C(N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)N.Cl		original	Cl.Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C=NOCCN1CCOCC1
2299	FGF401	CHEMBL3908979	BHKDKKZMPODMIQ-UHFFFAOYSA-N	CN1CCN(C(=O)C1)CC2=C(N=C3C(=C2)CCCN3C(=O)NC4=NC=C(C(=C4)NCCOC)C#N)C=O	CN1CCN(C(=O)C1)CC2=C(N=C3C(=C2)CCCN3C(=O)NC4=NC=C(C(=C4)NCCOC)C#N)C=O		original	COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N
2300	CHIR-98023	CHEMBL461262	GUMBZKISKUIHJB-UHFFFAOYSA-N	C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2C3=NC=CN3)NCCNC4=NC=C(C=C4)[N+](=O)[O-]	C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2C3=NC=CN3)NCCNC4=NC=C(C=C4)[N+](=O)[O-]		original	O=[N+]([O-])c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1
2301	200484-11-3	CHEMBL17289	BOIPLTNGIAPDBY-UHFFFAOYSA-N	C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl	C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl		original	N#CNC(=NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1
2302	946518-60-1		IEXCRLAGBWKVPW-UHFFFAOYSA-N	CN1CCN(CC1)CCCNC2=NC=C(C(=N2)C3=CC4=C(C=CC=C4S3)C(=O)NC5CC5)Cl.Cl.Cl.Cl	CN1CCN(CC1)CCCNC2=NC=C(C(=N2)C3=CC4=C(C=CC=C4S3)C(=O)NC5CC5)Cl.Cl.Cl.Cl		original	CN1CCN(CCCNc2ncc(Cl)c(-c3cc4c(C(=O)NC5CC5)cccc4s3)n2)CC1.Cl.Cl.Cl
2303	IKK-3 Inhibitor	CHEMBL373751	LDTAHRLHGHFHKP-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC	COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC		original	COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC
2304	MRT 68601 hydrochloride		BOBHGYDEKISHIZ-UHFFFAOYSA-N	C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=C(C=C4)N5CCOCC5.Cl	C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=C(C=C4)N5CCOCC5.Cl		original	Cl.O=C(NCCCNc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C1CC1)C1CCC1
2305	CHEMBL2441273		DPRNXTSMYVCYLJ-UHFFFAOYSA-N	CCC1=CC2=C(C=C1)N=C(S2)NC3=NC(=NC(=C3)CC4=CC=CC=C4)NC5CCC(CC5)O	CCC1=CC2=C(C=C1)N=C(S2)NC3=NC(=NC(=C3)CC4=CC=CC=C4)NC5CCC(CC5)O		original	CCc1ccc2nc(Nc3cc(Cc4ccccc4)nc(NC4CCC(O)CC4)n3)sc2c1
2306	TCS JNK 5a	CHEMBL233001	WQGDQGAFSDMBLA-UHFFFAOYSA-N	C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N	C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N		original	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
2307	WH-4-023	CHEMBL213100	NBTNHSGBRGTFJS-UHFFFAOYSA-N	CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C	CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C		original	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1
2308	N-Desmethyl Imatinib	CHEMBL3040018	BQQYXPHRXIZMDM-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCNCC3)NC4=NC=CC(=N4)C5=CN=CC=C5	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCNCC3)NC4=NC=CC(=N4)C5=CN=CC=C5		original	Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
2309	MEK inhibitor		UPICVLXBXZXYIE-UHFFFAOYSA-N	CNC(=O)C1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=CC(=C3)CN(C)C)C4=CC=CC=C4	CNC(=O)C1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=CC(=C3)CN(C)C)C4=CC=CC=C4		original	CNC(=O)c1ccc2c(C(=Nc3cccc(CN(C)C)c3)c3ccccc3)c(O)[nH]c2c1
2310	LY3214996		JNPRPMBJODOFEC-UHFFFAOYSA-N	CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C	CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C		original	Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1
2311	XMD17-109	CHEMBL2381340	XVBGRTMNFNMINE-UHFFFAOYSA-N	CCOC1=C(C=CC(=C1)C(=O)N2CCC(CC2)N3CCN(CC3)C)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C7CCCC7	CCOC1=C(C=CC(=C1)C(=O)N2CCC(CC2)N3CCN(CC3)C)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C7CCCC7		original	CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C
2312	SB-747651A	CHEMBL188434	MBCJUIJWPYUEBX-UHFFFAOYSA-N	CCN1C2=C(C=NC=C2CNC3CCNCC3)N=C1C4=NON=C4N	CCN1C2=C(C=NC=C2CNC3CCNCC3)N=C1C4=NON=C4N		original	CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21
2313	108740-89-2		XLJORQYAOTYVQS-UHFFFAOYSA-N	CC(=O)OC1CC2(C(CCC2O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C	CC(=O)OC1CC2(C(CCC2O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C		original	COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(O)C2(C)CC1OC(C)=O
2314	EMD638683		SSNAPUUWBPZGOY-UHFFFAOYSA-N	CCC1=C(C=CC(=C1C)O)C(=O)NNC(=O)C(C2=CC(=CC(=C2)F)F)O	CCC1=C(C=CC(=C1C)O)C(=O)NNC(=O)C(C2=CC(=CC(=C2)F)F)O		original	CCc1c(C(=O)NNC(=O)C(O)c2cc(F)cc(F)c2)ccc(O)c1C
2315	494772-87-1		UNTPTSFVGRSTDC-UHFFFAOYSA-N	C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)N	C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)N		original	NC(=O)c1sc(-c2ccc(CN3CCOCC3)cc2)cc1N
2316	DMH2	CHEMBL3668018	DXLXRNZCYAYUED-UHFFFAOYSA-N	C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3	C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3		original	c1ccc2c(-c3cnn4cc(-c5ccc(OCCN6CCOCC6)cc5)cnc34)ccnc2c1
2317	GW768505A	CHEMBL1909396	QBXPWMMWFOWEJN-UHFFFAOYSA-N	COC1=CC=C(C=C1)C2=C(C3=C(N=CN=C3O2)N)C4=CC=C(C=C4)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F.Cl	COC1=CC=C(C=C1)C2=C(C3=C(N=CN=C3O2)N)C4=CC=C(C=C4)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F.Cl		original	COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1.Cl
2318	Citarinostat	CHEMBL3693786	VLIUIBXPEDFJRF-UHFFFAOYSA-N	C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO	C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO		original	O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO
2319	CHEMBL2018451	CHEMBL2018451	JVELXRPQMVXDDP-UHFFFAOYSA-N	CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO	CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO		original	CN1CCc2c(n(Cc3ccc(C(=O)NO)cc3)c3ccccc23)C1
2320	CHEMBL3426805	CHEMBL3426805	QQDIFLSJMFDTCQ-FIFLTTCUSA-N	CN1C(=CC=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F	CN1C(=CC=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F		original	Cn1c(C=CC(=O)NO)ccc1C=CC(=O)c1cccc(F)c1
2321	NCGC00347951-01		PAXGPAVOMLKKDQ-LMARGRMVSA-N	CC(C1=CC2=C(C=C1)OCCO2)NC3CC3C4=CC=CC=C4	CC(C1=CC2=C(C=C1)OCCO2)NC3CC3C4=CC=CC=C4		original	CC(NC1CC1c1ccccc1)c1ccc2c(c1)OCCO2
2322	CPI703		HPSNXSAYALRMQW-LLVKDONJSA-N	CC1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C	CC1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C		original	CC1CC(=O)Nc2cccc(-c3cnn(C(C)(C)C)c3)c2N1
2323	TPOP146	CHEMBL3927642	CUJLWYCUPPPASA-NRFANRHFSA-N	CCC(=O)N1CCOC2=C(C=C(C=C2C1)C3=CC(=CC(=C3)OC)OC)C(=O)NC4CCCN(C4)C	CCC(=O)N1CCOC2=C(C=C(C=C2C1)C3=CC(=CC(=C3)OC)OC)C(=O)NC4CCCN(C4)C		original	CCC(=O)N1CCOc2c(cc(-c3cc(OC)cc(OC)c3)cc2C(=O)NC2CCCN(C)C2)C1
2324	UNC0646	CHEMBL1829304	OUKWLRHRXOPODD-UHFFFAOYSA-N	CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6	CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6		original	COc1cc2c(NC3CCN(C4CCCCC4)CC3)nc(N3CCCN(C(C)C)CC3)nc2cc1OCCCN1CCCCC1
2325	EPZ015866		TWKYXZSXXXKKJU-FQEVSTJZSA-N	C1CC(C1)NC2=NC=CC(=C2)C(=O)NCC(CN3CCC4=CC=CC=C4C3)O	C1CC(C1)NC2=NC=CC(=C2)C(=O)NCC(CN3CCC4=CC=CC=C4C3)O		original	O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
2326	Mivebresib	CHEMBL3987016	RDONXGFGWSSFMY-UHFFFAOYSA-N	CCS(=O)(=O)NC1=CC(=C(C=C1)OC2=C(C=C(C=C2)F)F)C3=CN(C(=O)C4=C3C=CN4)C	CCS(=O)(=O)NC1=CC(=C(C=C1)OC2=C(C=C(C=C2)F)F)C3=CN(C(=O)C4=C3C=CN4)C		original	CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1
2327	AZ9482	CHEMBL3740104	ZDDPBFWHZOJFHF-UHFFFAOYSA-N	C1CN(CCN1C2=C(C=CC=N2)C#N)C(=O)C3=CC(=CC=C3)CC4=NNC(=O)C5=CC=CC=C54	C1CN(CCN1C2=C(C=CC=N2)C#N)C(=O)C3=CC(=CC=C3)CC4=NNC(=O)C5=CC=CC=C54		original	N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1
2328	ACT 078		DWAFYCQODLXJNR-BNTLRKBRSA-L	C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4]	C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4]		original	O=C([O-])C(=O)[O-].[NH-]C1CCCCC1[NH-].[Pt+4]
2329	Ifosfamide-d4		HOMGKSMUEGBAAB-QEOHIWEKSA-N	C1CN(P(=O)(OC1)NCCCl)CCCl	C1CN(P(=O)(OC1)NCCCl)CCCl		original	O=P1(NCCCl)OCCCN1CCCl
2330	AMD 473		IIMIOEBMYPRQGU-UHFFFAOYSA-L	CC1=CC=CC=N1.N.[Cl-].[Cl-].[Pt+2]	CC1=CC=CC=N1.N.[Cl-].[Cl-].[Pt+2]		original	Cc1ccccn1.N.[Cl-].[Cl-].[Pt+2]
2331	UNII-S098K6HGD9	CHEMBL2107827	NGKHWQPYPXRQTM-UKFSEGPMSA-N	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=NNC(=O)CCCCCN6C(=O)C=CC6=O)CO)O)N)O.Cl	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=NNC(=O)CCCCCN6C(=O)C=CC6=O)CO)O)N)O.Cl		original	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(CO)=NNC(=O)CCCCCN1C(=O)C=CC1=O)CC3OC1CC(N)C(O)C(C)O1.Cl
2332	Indimitecan hydrochloride		VZCPAXRDLDYWBE-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6C=CN=C6)OC.Cl	COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6C=CN=C6)OC.Cl		original	COc1cc2c3c(n(CCCn4ccnc4)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2.Cl
2333	Indotecan hydrochloride		XOLMUSQONFNQQM-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6CCOCC6)OC.Cl	COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6CCOCC6)OC.Cl		original	COc1cc2c3c(n(CCCN4CCOCC4)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2.Cl
2334	LEXIBULIN	CHEMBL552212	MTJHLONVHHPNSI-IBGZPJMESA-N	CCCC(C1=CN=CC=C1)NC2=NC(=NC=C2C)C3=CC(=C(C=C3)NC(=O)NCC)OC	CCCC(C1=CN=CC=C1)NC2=NC(=NC=C2C)C3=CC(=C(C=C3)NC(=O)NCC)OC		original	CCCC(Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1
2335	MPT0B098	CHEMBL3219822	AGYCYVPAEQVWJT-UHFFFAOYSA-N	COC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC(=C32)C4=CC=NC=C4	COC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC(=C32)C4=CC=NC=C4		original	COc1ccc(S(=O)(=O)N2CCc3cccc(-c4ccncc4)c32)cc1
2336	AZ82	CHEMBL3358270	PMTLKNOARSHUJB-ZJSXRUAMSA-N	CCCC1=C(SC(=C1)C(=O)NC(CC2=CN=C(C=C2)C3=CC(=CC=C3)OC(F)(F)F)C(=O)NC4CCNC4)C	CCCC1=C(SC(=C1)C(=O)NC(CC2=CN=C(C=C2)C3=CC(=CC=C3)OC(F)(F)F)C(=O)NC4CCNC4)C		original	CCCc1cc(C(=O)NC(Cc2ccc(-c3cccc(OC(F)(F)F)c3)nc2)C(=O)NC2CCNC2)sc1C
2337	TAK-243		KJDAGXLMHXUAGV-DGWLBADLSA-N	C1C(C(C(C1NC2=CC=NC3=CC(=NN23)C4=CC(=CC=C4)SC(F)(F)F)O)O)COS(=O)(=O)N	C1C(C(C(C1NC2=CC=NC3=CC(=NN23)C4=CC(=CC=C4)SC(F)(F)F)O)O)COS(=O)(=O)N		original	NS(=O)(=O)OCC1CC(Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)C(O)C1O
2338	BIS(2-METHOXYETHYL) PHTHALATE	CHEMBL1302251	HSUIVCLOAAJSRE-UHFFFAOYSA-N	COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC	COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC		original	COCCOC(=O)c1ccccc1C(=O)OCCOC
